ICAO	STATION	REGION	COUNTRY	ELEVATION	LATITUDE	LONGITUDE	TIMESTAMP	TEMPERATURE	DEWPOINT	HUMIDITY	VISIBILITY_QUAL	VISIBILITY	WIND_DIR	WIND_DEG	WIND_SPEED	GUST_SPEED
SLPS	Puerto Suarez		Bolivia	134.0	-18.983	-57.817	Tue Apr 06 08:00:00 PDT 2004	30.0	24.0	70	BEYOND	10000.0	N	0	2.057777777777778	2.057777777777778
SLVR	Viru-Viru		Bolivia	373.0	-17.633	-63.133	Tue Apr 06 04:00:00 PDT 2004	23.0	22.0	94	AT	3000.0	N	350	8.231111111111112	8.231111111111112
SLRB	Robore		Bolivia	276.0	-18.317	-59.767	Tue Apr 06 08:00:00 PDT 2004	29.0	24.0	74	BEYOND	10000.0	N	0	3.086666666666667	3.086666666666667
SLSA	Santa Ana		Bolivia	144.0	-13.767	-65.433	Tue Apr 06 08:00:00 PDT 2004	29.0	25.0	79	BEYOND	10000.0	NW	320	6.173333333333334	6.173333333333334
SLRI	Riberalta		Bolivia	141.0	-11.0	-66.117	Tue Apr 06 08:00:00 PDT 2004	29.0	24.0	74	BEYOND	10000.0	N	0	3.086666666666667	3.086666666666667
SLRY	Reyes		Bolivia	140.0	-14.317	-67.383	Tue Apr 06 08:00:00 PDT 2004	29.0	25.0	79	BEYOND	10000.0	NW	320	3.086666666666667	3.086666666666667
SLOR	Oruro		Bolivia	3072.0	-17.967	-67.067	Tue Apr 06 08:00:00 PDT 2004	17.0	5.0	45	BEYOND	10000.0	N	0	0.0	0.0
SLCA	Camiri		Bolivia	798.0	-20.0	-63.533	Tue Apr 06 08:00:00 PDT 2004	28.0	22.0	69	BEYOND	10000.0	N	0	0.0	0.0
SLVM	Villamontes		Bolivia	398.0	-21.25	-63.45	Tue Apr 06 08:00:00 PDT 2004	31.0	25.0	70	BEYOND	10000.0	S	180	1.5433333333333334	1.5433333333333334
SLSI	San Ignacio De Velasco		Bolivia	413.0	-16.383	-60.967	Tue Apr 06 08:00:00 PDT 2004	29.0	22.0	65	BEYOND	10000.0	N	0	5.144444444444445	5.144444444444445
SLET	Santa Cruz / El Trompillo		Bolivia	418.0	-17.8	-63.183	Tue Apr 06 08:00:00 PDT 2004	23.0	22.0	94	AT	3000.0	N	350	7.716666666666667	7.716666666666667
SLTJ	Tarija		Bolivia	1854.0	-21.55	-64.7	Tue Apr 06 08:00:00 PDT 2004	24.0	16.0	60	BEYOND	10000.0	N	0	0.0	0.0
SLPO	Potosi		Bolivia	3935.0	-19.55	-65.733	Tue Apr 06 08:00:00 PDT 2004	15.0	1.0	38	BEYOND	10000.0	N	0	0.0	0.0
FBSW	Shakawe		Botswana	1032.0	-18.367	21.85	Tue Apr 06 08:00:00 PDT 2004	26.0	21.0	73	BEYOND	10000.0	N	0	0.0	0.0
FBTS	Tsabong		Botswana	960.0	-26.05	22.45	Tue Apr 06 08:00:00 PDT 2004	29.0	15.0	42	BEYOND	10000.0	N	0	0.0	0.0
FBSP	Selebi Phikwe		Botswana	892.0	-22.055	27.82	Tue Apr 06 08:00:00 PDT 2004	25.0	23.0	88	BEYOND	10000.0	E	90	2.057777777777778	2.057777777777778
FBSK	Seretse Khama International Airport		Botswana	1005.0	-24.217	25.917	Tue Apr 06 08:00:00 PDT 2004	21.0	20.0	94	BEYOND	10000.0	SSW	210	1.5433333333333334	1.5433333333333334
FBLT	Letlhakane		Botswana	986.0	-21.417	25.6	Tue Apr 06 08:00:00 PDT 2004	30.0	18.0	48	BEYOND	10000.0	N	0	0.0	0.0
FBGZ	Ghanzi		Botswana	1131.0	-21.7	21.65	Tue Apr 06 08:00:00 PDT 2004	26.0	20.0	69	BEYOND	10000.0	N	359	1.028888888888889	1.028888888888889
FBSN	Sua-Pan		Botswana	903.0	-20.467	25.983	Tue Apr 06 08:00:00 PDT 2004	31.0	20.0	51	BEYOND	10000.0	N	0	0.0	0.0
FBJW	Jwaneng		Botswana	1189.0	-24.6	24.667	Tue Apr 06 08:00:00 PDT 2004	22.0	19.0	83	BEYOND	10000.0	SSE	160	3.6011111111111114	3.6011111111111114
FBFT	Francistown		Botswana	1001.0	-21.217	27.5	Tue Apr 06 08:00:00 PDT 2004	20.0	19.0	94	BEYOND	10000.0	N	0	2.057777777777778	2.057777777777778
FBKE	Kasane		Botswana	968.0	-17.817	25.15	Tue Apr 06 08:00:00 PDT 2004	27.0	20.0	65	BEYOND	10000.0	W	270	2.5722222222222224	2.5722222222222224
FBMN	Maun		Botswana	945.0	-19.983	23.417	Tue Apr 06 07:00:00 PDT 2004	29.0	20.0	58	BEYOND	10000.0	N	0	0.0	0.0
SBBR	Brasilia Aeroporto		Brazil	1061.0	-15.867	-47.933	Tue Apr 06 08:00:00 PDT 2004	28.0	21.0	65	BEYOND	10000.0	E	80	5.144444444444445	5.144444444444445
SBTF	Tefe		Brazil	47.0	-3.367	-64.683	Tue Apr 06 08:00:00 PDT 2004	31.0	26.0	74	BEYOND	10000.0	ENE	60	2.5722222222222224	2.5722222222222224
SBFI	Foz Do Iguacu Aeroporto		Brazil	180.0	-25.517	-54.583	Tue Apr 06 08:00:00 PDT 2004	31.0	20.0	51	BEYOND	10000.0	N	350	5.144444444444445	5.144444444444445
SBBV	Boa Vista Aeropor-To		Brazil	140.0	2.833	-60.7	Tue Apr 06 08:00:00 PDT 2004	30.0	22.0	61	BEYOND	10000.0	E	90	4.115555555555556	4.115555555555556
SBCF	Belo Horizonte		Brazil	850.0	-19.933	-43.933	Tue Apr 06 08:00:00 PDT 2004	25.0	22.0	83	BEYOND	10000.0	WSW	250	1.5433333333333334	1.5433333333333334
SBBE	Belem Aeroporto		Brazil	16.0	-1.383	-48.483	Tue Apr 06 08:00:00 PDT 2004	30.0	26.0	79	BEYOND	10000.0	NW	310	2.057777777777778	2.057777777777778
SBTE	Teresina Aeroporto		Brazil	69.0	-5.05	-42.817	Tue Apr 06 08:00:00 PDT 2004	30.0	25.0	74	BEYOND	10000.0	ESE	120	2.057777777777778	2.057777777777778
SBKP	Campinas Aeroporto		Brazil	661.0	-23.0	-47.133	Tue Apr 06 08:00:00 PDT 2004	27.0	22.0	74	BEYOND	10000.0	NNE	20	3.6011111111111114	3.6011111111111114
SBMO	Maceio Aeroporto		Brazil	117.0	-9.517	-35.783	Tue Apr 06 08:00:00 PDT 2004	30.0	24.0	70	BEYOND	10000.0	ESE	120	3.086666666666667	3.086666666666667
SBRF	Recife Aeroporto		Brazil	19.0	-8.067	-34.85	Tue Apr 06 08:00:00 PDT 2004	31.0	21.0	54	BEYOND	10000.0	SSE	150	2.5722222222222224	2.5722222222222224
SBCR	Corumba		Brazil	130.0	-19.083	-57.5	Tue Apr 06 08:00:00 PDT 2004	30.0	22.0	61	BEYOND	10000.0	WNW	290	2.5722222222222224	2.5722222222222224
SBPP	Ponta Pora Aeropor-To		Brazil	660.0	-22.55	-55.7	Tue Apr 06 08:00:00 PDT 2004	29.0	21.0	61	BEYOND	10000.0	WSW	240	5.144444444444445	5.144444444444445
SBGL	Galeao		Brazil	6.0	-22.817	-43.25	Tue Apr 06 08:00:00 PDT 2004	30.0	24.0	70	AT	8000.0	SE	130	2.5722222222222224	2.5722222222222224
SBSL	Sao Luiz Aeroporto		Brazil	53.0	-2.6	-44.233	Tue Apr 06 08:00:00 PDT 2004	32.0	26.0	70	BEYOND	10000.0	SSE	160	4.115555555555556	4.115555555555556
SBPV	Porto Velho Aeroporto		Brazil	102.0	-8.767	-63.917	Tue Apr 06 08:00:00 PDT 2004	29.0	28.0	94	BEYOND	10000.0	NE	50	2.057777777777778	2.057777777777778
SBCT	Curitiba Aeroporto		Brazil	908.0	-25.517	-49.167	Tue Apr 06 08:00:00 PDT 2004	24.0	19.0	73	BEYOND	10000.0	N	350	3.086666666666667	3.086666666666667
SBCJ	Carajas / Maraba		Brazil	621.0	-6.117	-50.0	Tue Apr 06 08:00:00 PDT 2004	26.0	24.0	88	AT	8000.0	E	100	1.028888888888889	1.028888888888889
SBMQ	Macapa		Brazil	15.0	0.033	-50.05	Tue Apr 06 08:00:00 PDT 2004	29.0	25.0	79	BEYOND	10000.0	E	90	1.028888888888889	1.028888888888889
SBRB	Rio Branco		Brazil	142.0	-10.0	-67.8	Tue Apr 06 08:00:00 PDT 2004	28.0	28.0	100	BEYOND	10000.0	N	10	3.086666666666667	3.086666666666667
SBMA	Maraba		Brazil	95.0	-5.35	-49.15	Tue Apr 06 08:00:00 PDT 2004	31.0	24.0	66	BEYOND	10000.0	NNE	30	1.028888888888889	1.028888888888889
SBPK	Pelotas		Brazil	13.0	-31.867	-52.35	Tue Apr 06 08:00:00 PDT 2004	29.0	21.0	61	BEYOND	10000.0	ENE	60	4.115555555555556	4.115555555555556
SBGR	Guarulhos Civ / Mil		Brazil	750.0	-23.433	-46.467	Tue Apr 06 08:00:00 PDT 2004	25.0	20.0	73	AT	9000.0	N	0	3.086666666666667	3.086666666666667
SBCG	Campo Grande Aeroporto		Brazil	567.0	-20.467	-54.667	Tue Apr 06 08:00:00 PDT 2004	31.0	22.0	58	BEYOND	10000.0	WNW	300	5.144444444444445	5.144444444444445
SBCZ	Cruzeiro Do Sul		Brazil	170.0	-7.633	-72.667	Tue Apr 06 08:00:00 PDT 2004	31.0	24.0	66	BEYOND	10000.0	N	0	0.0	0.0
SBFL	Florianopolis Aeroporto		Brazil	5.0	-27.667	-48.55	Tue Apr 06 08:00:00 PDT 2004	27.0	21.0	69	BEYOND	10000.0	E	80	2.057777777777778	2.057777777777778
SBLO	Londrina Aeroporto		Brazil	569.0	-23.333	-51.133	Tue Apr 06 08:00:00 PDT 2004	26.0	23.0	83	BEYOND	10000.0	SSW	210	1.028888888888889	1.028888888888889
SBSP	Sao Paulo Aeropor-To		Brazil	803.0	-23.617	-46.65	Tue Apr 06 08:20:00 PDT 2004	25.0	19.0	69	AT	8000.0	NNW	330	5.144444444444445	5.144444444444445
SBSN	Santarem-Aeroporto		Brazil	72.0	-2.433	-54.717	Tue Apr 06 08:00:00 PDT 2004	29.0	25.0	79	BEYOND	10000.0	E	80	3.086666666666667	3.086666666666667
SBUG	Uruguaiana Aeroporto		Brazil	74.0	-29.783	-57.033	Tue Apr 06 08:00:00 PDT 2004	32.0	23.0	58	BEYOND	10000.0	N	350	2.5722222222222224	2.5722222222222224
SBNT	Natal Aeroporto		Brazil	52.0	-5.917	-35.25	Tue Apr 06 08:00:00 PDT 2004	33.0	23.0	55	BEYOND	10000.0	S	170	6.687777777777779	6.687777777777779
SBFZ	Fortaleza Aeropor-To		Brazil	25.0	-3.783	-38.533	Tue Apr 06 08:00:00 PDT 2004	30.0	23.0	65	BEYOND	10000.0	SE	130	4.630000000000001	4.630000000000001
SBCY	Cuiaba Aeroporto		Brazil	187.0	-15.65	-56.1	Tue Apr 06 08:00:00 PDT 2004	32.0	25.0	66	BEYOND	10000.0	N	10	5.144444444444445	5.144444444444445
SBTT	Tabatinga		Brazil	85.0	-3.667	-69.667	Tue Apr 06 08:00:00 PDT 2004	28.0	24.0	78	BEYOND	10000.0	W	270	2.057777777777778	2.057777777777778
SBBG	Bage Aeroporto		Brazil	180.0	-31.35	-54.117	Tue Apr 06 08:00:00 PDT 2004	30.0	23.0	65	BEYOND	10000.0	N	350	2.5722222222222224	2.5722222222222224
SBRJ	Rio De Janeiro Aeroporto		Brazil	3.0	-22.9	-43.167	Tue Apr 06 08:00:00 PDT 2004	28.0	23.0	74	AT	8000.0	SSE	160	5.144444444444445	5.144444444444445
SBSV	Salvador Aeroporto		Brazil	6.0	-12.9	-38.333	Tue Apr 06 08:00:00 PDT 2004	31.0	22.0	58	BEYOND	10000.0	SE	140	2.5722222222222224	2.5722222222222224
FJDG	Diego Garcia		British Indian Ocean Territory	1.0	-7.3	72.4	Tue Apr 06 07:50:00 PDT 2004	28.0	25.0	83	BEYOND	10000.0	SE	140	3.086666666666667	3.086666666666667
WBSB	Brunei Airport		Brunei Darussalam	22.0	4.933	114.933	Tue Apr 06 07:00:00 PDT 2004	27.0	25.0	89	BEYOND	10000.0	N	0	0.0	0.0
LBSF	Sofia Observ.		Bulgaria	586.0	42.65	23.383	Tue Apr 06 08:00:00 PDT 2004	17.0	4.0	42	BEYOND	10000.0	NNW	330	3.0	3.0
LBGO	Gorna Orechovista		Bulgaria	NaN	43.15	25.6	Tue Apr 06 08:00:00 PDT 2004	19.0	9.0	52	BEYOND	10000.0	S	180	1.0	1.0
LBBG	Burgas		Bulgaria	16.0	42.483	27.483	Tue Apr 06 08:00:00 PDT 2004	18.0	7.0	48	BEYOND	10000.0	SE	140	5.0	5.0
LBPD	Plovdiv		Bulgaria	179.0	42.133	24.75	Tue Apr 06 08:00:00 PDT 2004	22.0	4.0	30	BEYOND	10000.0	N	359	1.0	1.0
LBWN	Varna		Bulgaria	41.0	43.2	27.917	Tue Apr 06 08:00:00 PDT 2004	15.0	12.0	82	AT	8000.0	ESE	120	3.0	3.0
DFOO	Bobo-Dioulasso		Burkina Faso	460.0	11.167	-4.317	Tue Apr 06 07:00:00 PDT 2004	38.0	13.0	22	BEYOND	10000.0	WNW	300	2.057777777777778	2.057777777777778
DFFD	Ouagadougou		Burkina Faso	316.0	12.35	-1.517	Tue Apr 06 07:00:00 PDT 2004	40.0	10.0	16	BEYOND	10000.0	N	359	2.5722222222222224	2.5722222222222224
HBBA	Bujumbura		Burundi	782.0	-3.317	29.317	Tue Apr 06 07:00:00 PDT 2004	26.0	22.0	78	 	0	N	0	0.0	0.0
VDPP	Phnom-Penh / Pochentong		Cambodia	10.0	11.55	104.85	Tue Apr 06 03:30:00 PDT 2004	33.0	24.0	58	AT	8000.0	SE	130	4.630000000000001	4.630000000000001
FKKR	Garoua		Cameroon	242.0	9.333	13.383	Tue Apr 06 06:00:00 PDT 2004	40.0	20.0	31	BEYOND	10000.0	SW	220	6.173333333333334	6.173333333333334
FKYS	Yaounde		Cameroon	751.0	3.833	11.517	Mon Apr 05 14:00:00 PDT 2004	24.0	24.0	100	BEYOND	10000.0	WSW	250	2.057777777777778	2.057777777777778
FKKD	Douala Obs.		Cameroon	10.0	4.0	9.733	Tue Apr 06 07:00:00 PDT 2004	24.0	23.0	94	BEYOND	10000.0	NE	40	2.057777777777778	2.057777777777778
CYXJ	Fort St John, B. C.		Canada	695.0	56.233	-120.733	Tue Apr 06 08:00:00 PDT 2004	2.0	-2.0	75	BEYOND	10000.0	WSW	240	5.144444444444445	5.144444444444445
CWUW	Dewar Lakes, N. W. T.		Canada	518.0	68.65	-71.167	Tue Apr 06 08:00:00 PDT 2004	-24.0	NaN	-1	BEYOND	10000.0	 	0	0	0
CYMA	Mayo Airport		Canada	504.0	63.617	-135.867	Tue Apr 06 08:00:00 PDT 2004	-4.0	-8.0	74	BEYOND	10000.0	N	0	4.630000000000001	4.630000000000001
CYCX	Gagetown Can-Mil		Canada	51.0	45.833	-66.433	Tue Apr 06 08:00:00 PDT 2004	0.0	-5.0	69	AT	8046.72	WNW	290	6.173333333333334	6.173333333333334
CYYU	Kapuskasing, Ont.		Canada	227.0	49.417	-82.467	Tue Apr 06 08:00:00 PDT 2004	-1.0	-12.0	43	BEYOND	10000.0	SE	130	2.5722222222222224	2.5722222222222224
CYYB	North Bay, Ont.		Canada	358.0	46.35	-79.433	Tue Apr 06 08:00:00 PDT 2004	-2.0	-15.0	36	BEYOND	10000.0	SSE	150	1.028888888888889	1.028888888888889
CYDP	Nain, Nfld		Canada	6.0	56.55	-61.683	Tue Apr 06 08:00:00 PDT 2004	-6.0	-9.0	79	BEYOND	10000.0	NNW	330	9.774444444444445	12.346666666666668
CYPA	Prince Albert, Sask.		Canada	428.0	53.217	-105.683	Tue Apr 06 08:00:00 PDT 2004	5.0	-3.0	56	BEYOND	10000.0	W	270	1.5433333333333334	1.5433333333333334
CYGW	Kuujjuarapik, Que.		Canada	21.0	55.283	-77.767	Tue Apr 06 08:00:00 PDT 2004	-9.0	-20.0	41	BEYOND	10000.0	NE	50	1.5433333333333334	1.5433333333333334
CYFR	Fort Resolution		Canada	164.0	61.183	-113.683	Tue Apr 06 08:00:00 PDT 2004	-14.0	-17.0	78	BEYOND	10000.0	NW	320	6.173333333333334	6.173333333333334
CYEL	Elliot Lake Supplementary Aviation Weather Reporting Station		Canada	329.0	46.35	-82.567	Tue Apr 06 08:00:00 PDT 2004	-2.0	-5.0	80	BEYOND	10000.0	E	100	1.028888888888889	1.028888888888889
CYQK	Kenora, Ont.		Canada	407.0	49.783	-94.367	Tue Apr 06 08:00:00 PDT 2004	9.0	-2.0	46	BEYOND	10000.0	NNW	330	5.144444444444445	5.144444444444445
CYQT	Thunder Bay, Ont.		Canada	199.0	48.367	-89.317	Tue Apr 06 08:00:00 PDT 2004	8.0	0.0	57	BEYOND	10000.0	W	280	3.6011111111111114	3.6011111111111114
CYQG	Windsor, Ont.		Canada	190.0	42.267	-82.967	Tue Apr 06 08:00:00 PDT 2004	6.0	-3.0	52	BEYOND	10000.0	SSW	200	1.5433333333333334	1.5433333333333334
CYYH	Spence Bay Airport		Canada	28.0	69.55	-93.583	Tue Apr 06 08:00:00 PDT 2004	-29.0	-32.0	76	BEYOND	10000.0	NNE	30	1.028888888888889	1.028888888888889
CYIV	Island Lake, Man.		Canada	237.0	53.85	-94.65	Tue Apr 06 08:00:00 PDT 2004	3.0	-3.0	65	BEYOND	10000.0	W	280	4.115555555555556	4.115555555555556
CYEN	Estevan, Sask.		Canada	572.0	49.217	-102.967	Tue Apr 06 08:00:00 PDT 2004	9.0	-1.0	49	BEYOND	10000.0	ESE	110	3.086666666666667	3.086666666666667
CYUA	Shingle Point, Y. T.		Canada	56.0	68.95	-137.217	Tue Apr 06 08:00:00 PDT 2004	-22.0	NaN	-1	BEYOND	10000.0	WNW	300	3.6011111111111114	3.6011111111111114
CYBB	Pelly Bay Airport		Canada	15.0	68.533	-89.817	Tue Apr 06 08:00:00 PDT 2004	-30.0	-34.0	69	BEYOND	10000.0	N	0	0.0	0.0
CYPX	Povungnituq		Canada	23.0	60.05	-77.283	Tue Apr 06 08:00:00 PDT 2004	-22.0	-25.0	77	BEYOND	10000.0	E	90	2.5722222222222224	2.5722222222222224
CYQD	The Pas, Man.		Canada	271.0	53.967	-101.1	Tue Apr 06 08:00:00 PDT 2004	5.0	-5.0	48	BEYOND	10000.0	WNW	290	1.028888888888889	1.028888888888889
CYFC	Fredericton, N. B.		Canada	17.0	45.867	-66.533	Tue Apr 06 08:00:00 PDT 2004	0.0	-2.0	86	AT	8046.72	W	280	5.144444444444445	8.745555555555557
CYCS	Chesterfield Inlet		Canada	11.0	63.333	-90.717	Mon Apr 05 14:00:00 PDT 2004	-14.0	-16.0	85	BEYOND	10000.0	ESE	110	6.173333333333334	6.173333333333334
CYWL	Williams Lake, B. C.		Canada	940.0	52.183	-122.05	Tue Apr 06 08:00:00 PDT 2004	1.0	-8.0	51	BEYOND	10000.0	N	350	1.028888888888889	1.028888888888889
CYQX	Gander Int. Airport, Nfld.		Canada	151.0	48.95	-54.567	Tue Apr 06 08:00:00 PDT 2004	5.0	4.0	93	AT	201.168	ESE	120	8.231111111111112	8.231111111111112
CWHN	Jimmy Lake		Canada	658.0	54.917	-109.95	Tue Apr 06 08:00:00 PDT 2004	0.0	-7.0	59	BEYOND	10000.0	E	90	1.028888888888889	1.028888888888889
CYLD	Chapleau, Ont.		Canada	447.0	47.817	-83.35	Tue Apr 06 08:00:00 PDT 2004	-2.0	-8.0	64	BEYOND	10000.0	S	170	3.086666666666667	3.086666666666667
CYNM	Matagami, Que.		Canada	281.0	49.767	-77.817	Tue Apr 06 08:00:00 PDT 2004	-6.0	-17.0	42	BEYOND	10000.0	W	270	2.5722222222222224	2.5722222222222224
CYXE	Saskatoon, Sask.		Canada	501.0	52.167	-106.683	Tue Apr 06 08:00:00 PDT 2004	7.0	-2.0	53	BEYOND	10000.0	NW	320	1.028888888888889	1.028888888888889
CYDC	Princeton Airport		Canada	700.0	49.467	-120.517	Tue Apr 06 08:00:00 PDT 2004	1.0	-1.0	86	BEYOND	10000.0	N	0	0.0	0.0
CYYL	Lynn Lake, Man.		Canada	357.0	56.867	-101.083	Tue Apr 06 08:00:00 PDT 2004	-2.0	-8.0	64	BEYOND	10000.0	NW	310	6.173333333333334	6.173333333333334
CWXR	Croker River, N. W. T.		Canada	69.0	69.267	-119.217	Tue Apr 06 08:00:00 PDT 2004	-22.0	NaN	-1	 	0	SE	130	7.716666666666667	7.716666666666667
CYMM	Fort Mcmurray, Alta.		Canada	369.0	56.65	-111.217	Tue Apr 06 08:00:00 PDT 2004	0.0	-4.0	74	BEYOND	10000.0	W	270	1.5433333333333334	1.5433333333333334
CYGE	Golden Airport		Canada	785.0	51.3	-116.983	Tue Apr 06 08:00:00 PDT 2004	-1.0	-3.0	86	BEYOND	10000.0	N	350	3.086666666666667	3.086666666666667
CYZU	Whitecourt, Alta.		Canada	783.0	54.15	-115.783	Tue Apr 06 08:00:00 PDT 2004	3.0	0.0	81	BEYOND	10000.0	WNW	290	3.086666666666667	3.086666666666667
CYSN	Saint Catharines Airport		Canada	98.0	43.2	-79.167	Tue Apr 06 08:00:00 PDT 2004	4.0	-6.0	48	BEYOND	10000.0	SW	230	5.144444444444445	5.144444444444445
CYLT	Alert Airport		Canada	31.0	82.517	-62.283	Tue Apr 06 08:00:00 PDT 2004	-29.0	-34.0	63	BEYOND	10000.0	WNW	290	2.057777777777778	2.057777777777778
CYBX	Blanc Sablon, Que.		Canada	30.0	51.45	-57.183	Tue Apr 06 08:00:00 PDT 2004	2.0	1.0	93	BEYOND	10000.0	ENE	60	12.346666666666668	12.346666666666668
CYQH	Watson Lake, Y. T.		Canada	690.0	60.117	-128.817	Tue Apr 06 08:00:00 PDT 2004	-7.0	-10.0	79	BEYOND	10000.0	N	0	0.0	0.0
CYVC	La Ronge, Sask		Canada	375.0	55.15	-105.267	Tue Apr 06 08:00:00 PDT 2004	4.0	-5.0	52	BEYOND	10000.0	NW	310	5.144444444444445	5.144444444444445
CYWA	Petawawa, Ont.		Canada	130.0	45.95	-77.317	Tue Apr 06 08:00:00 PDT 2004	-1.0	-18.0	26	BEYOND	10000.0	NW	310	3.6011111111111114	7.716666666666667
CYSR	Nanisivik Airport		Canada	649.0	72.983	-84.633	Tue Apr 06 08:00:00 PDT 2004	-24.0	-28.0	70	BEYOND	10000.0	NW	310	2.057777777777778	2.057777777777778
CYKY	Kindersley, Sask.		Canada	694.0	51.517	-109.167	Tue Apr 06 08:00:00 PDT 2004	5.0	-6.0	45	BEYOND	10000.0	S	180	1.5433333333333334	1.5433333333333334
CYSB	Sudbury, Ont.		Canada	348.0	46.617	-80.8	Tue Apr 06 08:00:00 PDT 2004	-1.0	-15.0	34	BEYOND	10000.0	S	180	2.5722222222222224	2.5722222222222224
CYDB	Burwash Airport		Canada	807.0	61.367	-139.033	Tue Apr 06 08:00:00 PDT 2004	-3.0	-8.0	68	BEYOND	10000.0	ESE	120	5.144444444444445	5.144444444444445
CYBV	Berens River Airport		Canada	222.0	52.35	-97.033	Tue Apr 06 08:00:00 PDT 2004	1.0	-2.0	80	BEYOND	10000.0	W	270	3.6011111111111114	3.6011111111111114
CYKQ	Waskaganish Airport		Canada	23.0	51.483	-78.75	Tue Apr 06 08:00:00 PDT 2004	-12.0	-19.0	56	BEYOND	10000.0	N	0	0.0	0.0
CYZX	Greenwood, N. S.		Canada	28.0	44.983	-64.917	Tue Apr 06 08:00:00 PDT 2004	0.0	-1.0	93	BEYOND	10000.0	W	270	6.687777777777779	6.687777777777779
CYPH	Inukjuak Airport Supplementary Aviation Weather Reporting Station		Canada	25.0	58.467	-78.083	Tue Apr 06 08:00:00 PDT 2004	-19.0	-22.0	77	BEYOND	10000.0	E	100	6.173333333333334	6.173333333333334
CWFD	Cape Dyer, N. W. T.		Canada	393.0	66.583	-61.617	Tue Apr 06 08:00:00 PDT 2004	-21.0	NaN	-1	BEYOND	10000.0	 	0	0	0
CYMT	Chibougamau-Chapais, Que		Canada	388.0	49.767	-74.533	Tue Apr 06 08:00:00 PDT 2004	-5.0	-13.0	54	BEYOND	10000.0	NNW	330	5.658888888888889	5.658888888888889
CYSJ	Saint John, N. B.		Canada	103.0	45.333	-65.883	Tue Apr 06 08:00:00 PDT 2004	0.0	-3.0	80	BEYOND	10000.0	WNW	300	4.115555555555556	4.115555555555556
CWZZ	Saglek Bay		Canada	483.0	58.333	-62.583	Tue Apr 06 08:00:00 PDT 2004	-14.0	NaN	-1	AT	1005.84	N	10	13.89	13.89
CYKG	Kangiqsujuaq Supplementary Aviation Weather Reporting Station		Canada	151.0	61.583	-71.933	Tue Apr 06 08:00:00 PDT 2004	-18.0	-22.0	71	BEYOND	10000.0	NNW	330	1.5433333333333334	1.5433333333333334
CYMU	Umiujaq		Canada	71.0	56.533	-76.517	Tue Apr 06 08:00:00 PDT 2004	-16.0	-18.0	85	BEYOND	10000.0	E	100	11.317777777777778	14.404444444444445
CWSW	Sparwood / Elk Valley		Canada	1138.0	49.75	-114.883	Tue Apr 06 08:00:00 PDT 2004	-2.0	-4.0	86	BEYOND	10000.0	N	10	2.5722222222222224	2.5722222222222224
CYXY	Whitehorse, Y. T.		Canada	703.0	60.717	-135.067	Tue Apr 06 08:00:00 PDT 2004	-3.0	-8.0	68	BEYOND	10000.0	S	180	5.658888888888889	5.658888888888889
CYGP	Gaspe, Que.		Canada	33.0	48.767	-64.483	Tue Apr 06 08:00:00 PDT 2004	0.0	0.0	100	AT	603.504	E	90	1.5433333333333334	1.5433333333333334
CYZS	Coral Harbour, N. W. T.		Canada	64.0	64.2	-83.367	Tue Apr 06 08:00:00 PDT 2004	-21.0	-26.0	65	BEYOND	10000.0	NNE	30	4.630000000000001	4.630000000000001
CYHA	Quaqtaq Airport		Canada	30.0	61.05	-69.633	Tue Apr 06 08:00:00 PDT 2004	-17.0	-19.0	85	BEYOND	10000.0	WNW	290	2.5722222222222224	2.5722222222222224
CYPR	Prince Rupert, B. C.		Canada	34.0	54.3	-130.433	Tue Apr 06 08:00:00 PDT 2004	4.0	3.0	93	BEYOND	10000.0	N	0	0.0	0.0
CYDA	Dawson, Y. T.		Canada	370.0	64.05	-139.133	Tue Apr 06 08:00:00 PDT 2004	-6.0	-9.0	79	BEYOND	10000.0	NNE	30	2.5722222222222224	2.5722222222222224
CWEU	Eureka, N. W. T.		Canada	10.0	79.983	-85.933	Tue Apr 06 08:00:00 PDT 2004	-33.0	-38.0	62	BEYOND	10000.0	E	80	1.028888888888889	1.028888888888889
CYKJ	Key Lake		Canada	509.0	57.25	-105.617	Tue Apr 06 08:00:00 PDT 2004	-4.0	-8.0	74	BEYOND	10000.0	NW	310	3.6011111111111114	3.6011111111111114
CWTU	Tukialik Bay, Nfld.		Canada	683.0	54.717	-58.35	Tue Apr 06 08:00:00 PDT 2004	-2.0	NaN	-1	 	0	 	0	0	0
CYAD	La Grande Iii Supplementary Aviation Weather Reporting Station		Canada	233.0	53.567	-76.2	Tue Apr 06 08:00:00 PDT 2004	-9.0	-18.0	48	BEYOND	10000.0	E	80	3.086666666666667	3.086666666666667
CYQY	Sydney, N. S.		Canada	56.0	46.167	-60.05	Tue Apr 06 08:00:00 PDT 2004	2.0	-2.0	75	BEYOND	10000.0	SSE	160	4.630000000000001	4.630000000000001
CYAW	Shearwater, N. S.		Canada	51.0	44.633	-63.5	Tue Apr 06 08:00:00 PDT 2004	0.0	-2.0	86	BEYOND	10000.0	SW	230	5.658888888888889	8.231111111111112
CYHZ	Halifax International Airport		Canada	145.0	44.883	-63.5	Tue Apr 06 08:00:00 PDT 2004	-1.0	-3.0	86	BEYOND	10000.0	SW	220	6.687777777777779	6.687777777777779
